-0.00115061	-0.00278537	-0.000259664
-0.00257417	-0.0096644	-0.000350332
-0.00208755	-0.0168705	0.000295401
-0.00137671	-0.0286546	0.00178875
-0.00341416	-0.0388939	0.00494343
-0.00218708	-0.0474222	0.00590057
-0.00236238	-0.0605618	0.00604213
-0.00228486	-0.070019	0.00704615
-0.00181274	-0.0745431	0.00806364
-0.000576881	-0.0759488	0.00841857
0.00175763	-0.0711005	0.00809938
0.000847689	-0.0668084	0.00798101
0.000295673	-0.0585638	0.00727055
-0.00160441	-0.0517394	0.00806319
-0.00114388	-0.0430833	0.00952518
0.000308758	-0.0340035	0.0109122
5.0384e-05	-0.0262006	0.0123721
-0.000823352	-0.0197557	0.0135221
-0.00343292	-0.0192265	0.0143433
-0.0065361	-0.0198678	0.0141208
-0.00745207	-0.0247802	0.0123359
-0.00710003	-0.0342506	0.0106776
-0.00621635	-0.0462212	0.00958083
-0.00481078	-0.0574272	0.00993
-0.00368727	-0.068775	0.0104616
-0.00359677	-0.0754565	0.0127489
-0.00146655	-0.0750225	0.0159886
0.000511138	-0.0744058	0.0179923
0.00108875	-0.0697169	0.0187391
-0.000980495	-0.0599135	0.019986
-0.00203863	-0.0492302	0.0207768
-0.00425077	-0.0421294	0.0207017
-0.00473509	-0.0352699	0.0191862
-0.00482627	-0.0299179	0.0179733
-0.00448236	-0.0263207	0.0180736
-0.00360718	-0.0230537	0.020632
-0.00459652	-0.0225538	0.0231331
-0.00748675	-0.0246029	0.0233073
-0.00798996	-0.0306217	0.0219047
-0.00879736	-0.041986	0.0202009
-0.0115069	-0.0579589	0.0195798
-0.0096643	-0.0693367	0.0184264
-0.00872625	-0.0796275	0.0184803
-0.00723264	-0.0818143	0.0192416
-0.00770382	-0.0833684	0.0202237
-0.00741466	-0.0771258	0.0206136
-0.00903217	-0.0654089	0.0213136
-0.00978855	-0.050916	0.0223594
-0.0107804	-0.0361194	0.0230783
-0.0131176	-0.0262592	0.0237401
-0.0131504	-0.0190907	0.0233239
-0.0140024	-0.0174871	0.0235233
-0.0139289	-0.0170276	0.023027
-0.0155298	-0.0222427	0.0224632
-0.0160204	-0.0304703	0.0222198
-0.0172145	-0.0391712	0.0226348
-0.0170034	-0.0484289	0.0227605
-0.0169724	-0.0585194	0.0229557
-0.0152173	-0.0683125	0.0226994
-0.0140459	-0.076268	0.0227579
-0.0154082	-0.0807065	0.0235208
-0.0142175	-0.078054	0.023877
-0.0138192	-0.0728365	0.0243532
-0.0170222	-0.065653	0.0242816
-0.0182887	-0.0549855	0.0244587
-0.0175338	-0.0449039	0.0248156
-0.0173158	-0.0339742	0.025282
-0.0188354	-0.0246592	0.0252016
-0.0187579	-0.0160499	0.0255594
-0.0187523	-0.0106608	0.025856
-0.019614	-0.00803535	0.0258324
-0.0220352	-0.00981648	0.0251708
-0.0229084	-0.0123237	0.0246128
-0.0239165	-0.0167828	0.0246863
-0.0239346	-0.0240453	0.0236584
-0.0227528	-0.0323213	0.0218808
-0.0247929	-0.0437566	0.0210367
-0.0236546	-0.0521824	0.0197606
-0.022462	-0.058831	0.0198815
-0.0209379	-0.0611696	0.020179
-0.0214171	-0.0640161	0.0200543
-0.0223839	-0.0652203	0.0202158
-0.0222771	-0.0650541	0.0207415
-0.0231069	-0.064696	0.020639
-0.0228489	-0.0605787	0.0200866
-0.0218205	-0.0546635	0.0201791
-0.0229706	-0.0447758	0.0212872
-0.0245747	-0.0347065	0.0215329
-0.0247424	-0.0247324	0.020765
-0.0237568	-0.0166283	0.0204357
-0.0245303	-0.0138654	0.0203693
-0.025324	-0.0144471	0.0208154
-0.0252365	-0.0156937	0.0205213
-0.0252934	-0.0177016	0.0203367
-0.0258742	-0.0207403	0.0197609
-0.0263604	-0.0247982	0.019382
-0.0263203	-0.0285852	0.0188375
-0.026185	-0.0336431	0.0175014
-0.0241174	-0.0402915	0.0148288
-0.0236236	-0.0469338	0.0147575
-0.0236404	-0.054269	0.0154493
-0.0228641	-0.062606	0.0155613
-0.0224806	-0.0668414	0.0158416
-0.021678	-0.0680138	0.0164917
-0.0227428	-0.067847	0.0165254
-0.0228391	-0.0667756	0.0156678
-0.0234572	-0.062511	0.0161838
-0.0240219	-0.0549234	0.0172975
-0.0255174	-0.0474815	0.0183042
-0.025854	-0.0395332	0.0180104
-0.024713	-0.0326042	0.0179352
-0.0242574	-0.0276046	0.0185523
-0.02502	-0.0250934	0.01909
-0.0250071	-0.0225041	0.0176819
-0.0251638	-0.0186103	0.0174573
-0.0241992	-0.0155068	0.0179358
-0.0235963	-0.0154688	0.018616
-0.0237083	-0.0175411	0.019801
-0.0247639	-0.0234882	0.0204833
-0.0255099	-0.0330271	0.019876
-0.0247243	-0.0453031	0.0182834
-0.0237582	-0.0559369	0.0166396
-0.0225496	-0.0630905	0.0164369
-0.0215029	-0.0681995	0.0167347
-0.0213418	-0.071461	0.0164052
-0.0209581	-0.074095	0.0163401
-0.0204567	-0.0749439	0.0158008
-0.0207217	-0.0755875	0.0152512
-0.021225	-0.0745324	0.0157051
-0.0233976	-0.0726153	0.0163432
-0.0241638	-0.067651	0.0163288
-0.0248103	-0.059628	0.0170802
-0.0250017	-0.0495092	0.018386
-0.0241312	-0.0387688	0.0192364
-0.024465	-0.0288677	0.0196774
-0.0246738	-0.0218736	0.0198423
-0.0246118	-0.0170278	0.0208049
-0.0236615	-0.0132894	0.0213398
-0.0216186	-0.0108458	0.020866
-0.0215344	-0.00935673	0.0209336
-0.0227005	-0.0097346	0.0219359
-0.0234866	-0.0119825	0.0215785
-0.023695	-0.0169258	0.0201787
-0.0236772	-0.0252125	0.0190869
-0.0233841	-0.0371707	0.0181017
-0.0231447	-0.0488066	0.0168454
-0.022977	-0.0582734	0.0161906
-0.0208966	-0.0653205	0.0154605
-0.0197224	-0.0727955	0.0150805
-0.0184886	-0.0776153	0.0151464
-0.0176341	-0.081521	0.014953
-0.0164169	-0.0817743	0.014575
-0.0173069	-0.078556	0.0144944
-0.0178917	-0.0745075	0.0160667
-0.0184813	-0.0668378	0.0181915
-0.0202013	-0.0573847	0.0193832
-0.0214963	-0.0452817	0.0213963
-0.0240627	-0.0362991	0.0231886
-0.0255752	-0.0306558	0.0240057
-0.0263497	-0.0243841	0.0246083
-0.0263251	-0.0191489	0.0244197
-0.0274067	-0.0176945	0.0243625
-0.0287203	-0.0184115	0.0240171
-0.0296309	-0.0217349	0.0222908
-0.0307245	-0.0288121	0.0201269
-0.0306782	-0.0349206	0.0175604
-0.0286608	-0.0418669	0.0152732
-0.0267	-0.0487011	0.013896
-0.0279183	-0.0557503	0.0131775
-0.0267951	-0.0607423	0.0122318
-0.0247985	-0.0625365	0.0116685
-0.0244667	-0.0646781	0.0119642
-0.0242279	-0.065311	0.0120403
-0.0250794	-0.0618524	0.0117036
-0.0257157	-0.0546255	0.0118523
-0.0256037	-0.0465015	0.012067
-0.028176	-0.0371559	0.0128633
-0.0303412	-0.0264292	0.0123629
-0.029761	-0.0167919	0.0091985
-0.0321515	-0.0096119	0.00801325
-0.0364104	-0.00557245	0.00698216
-0.0389325	-0.00438458	0.00698705
-0.0373842	-0.00433816	0.00627105
-0.0361934	-0.0051069	0.0064227
-0.0359902	-0.00747145	0.0068628
-0.0375426	-0.0113818	0.00733661
-0.0383339	-0.0159677	0.00869045
-0.0388437	-0.0227953	0.00913805
-0.0390734	-0.029939	0.00942105
-0.0379708	-0.0360021	0.00948543
-0.0366095	-0.0413716	0.00953895
-0.0358064	-0.0467184	0.00926245
-0.0371358	-0.0529107	0.00819535
-0.0386267	-0.0537704	0.00767024
-0.0391425	-0.0486442	0.00824973
-0.040448	-0.0436197	0.007607
-0.0417496	-0.036945	0.0058198
-0.0427534	-0.0263484	0.00611861
-0.0417985	-0.0143168	0.0093736
-0.0410809	-0.00619982	0.0110356
-0.0425611	-0.00389295	0.010371
-0.0429963	-0.000941172	0.0104788
-0.0446746	-0.000651161	0.0118211
-0.0462727	-0.00391629	0.0131061
-0.0451931	-0.00697858	0.0141033
-0.0460396	-0.0111364	0.0155075
-0.0465361	-0.0159771	0.016539
-0.0476457	-0.0226144	0.0166006
-0.0477105	-0.0305973	0.0160967
-0.0459124	-0.0381535	0.0150558
-0.0448893	-0.044978	0.014442
-0.0439444	-0.052125	0.0127835
-0.044567	-0.0589925	0.0112959
-0.0445786	-0.0612057	0.0109934
-0.0417841	-0.0609592	0.0103341
-0.0378948	-0.0570856	0.00976295
-0.0354489	-0.0521978	0.0098656
-0.0352689	-0.046944	0.0094107
-0.0353326	-0.0410444	0.0086931
-0.0333109	-0.0330847	0.0077643
-0.0297376	-0.0244556	0.00705563
-0.027395	-0.0187954	0.00666468
-0.0269263	-0.0147543	0.0067418
-0.0300597	-0.0120747	0.00726444
-0.0320105	-0.0118729	0.0072076
-0.0337137	-0.0115668	0.00746939
-0.0356796	-0.0160789	0.00878916
-0.0362457	-0.0239092	0.00974728
-0.0339302	-0.0331561	0.00997038
-0.0322197	-0.0416083	0.0107137
-0.0318923	-0.0497509	0.0119528
-0.0320281	-0.0561807	0.0125382
-0.0318264	-0.0599765	0.0121805
-0.0312206	-0.0623933	0.012106
-0.0311227	-0.0618805	0.0129305
-0.0308498	-0.0599244	0.012828
-0.0311961	-0.056389	0.0122866
-0.03133	-0.0501705	0.0124947
-0.0309332	-0.0408509	0.0122693
-0.0313736	-0.0339896	0.0128137
-0.0309622	-0.0277	0.0126461
-0.0318666	-0.0215992	0.0132643
-0.0328041	-0.0173691	0.0143406
-0.0336381	-0.013667	0.014013
-0.0361355	-0.0118531	0.0149796
-0.0375063	-0.0141737	0.0149714
-0.0377873	-0.0191837	0.0130673
-0.0367149	-0.0249528	0.0102912
-0.0347095	-0.034111	0.0081261
-0.0333654	-0.0444215	0.00740648
-0.0345142	-0.0538185	0.00771415
-0.0333139	-0.0597738	0.00663844
-0.0316207	-0.0654821	0.00503882
-0.0305482	-0.0674782	0.00339706
-0.030317	-0.0675847	0.00263714
-0.0301674	-0.0657249	0.00227657
-0.0307127	-0.0605145	0.00280641
-0.0313897	-0.0542159	0.00239052
-0.0313062	-0.04564	0.0017973
-0.0309357	-0.0368314	0.000819822
-0.0318847	-0.0293838	0.000786721
-0.0329155	-0.0237859	0.00251506
-0.0333493	-0.020052	0.00344705
-0.0343399	-0.0178916	0.00388422
-0.0344205	-0.0189328	0.00430841
-0.0347406	-0.0215887	0.00433434
-0.0337087	-0.0260889	0.00412658
-0.0315942	-0.0324047	0.00322023
-0.0302876	-0.0410558	0.00164796
-0.0287208	-0.0536524	0.000128812
