0.000156184	0.000347365	-0.000499164
0.00099466	0.00103813	-0.0011479
0.00158149	0.00159482	-0.00137994
0.00192847	0.00216356	-0.00152345
0.00302994	0.0024493	-0.00195521
0.00327511	0.00281767	-0.00166966
0.00395729	0.00362297	-0.00163196
0.00427147	0.00333452	-0.00251611
0.00432733	0.00231312	-0.00369439
0.00412133	0.00211843	-0.00400799
0.00408903	0.00154051	-0.00365245
0.00305659	0.00153555	-0.0030972
0.00310889	0.0018578	-0.00300111
0.00366404	0.0021597	-0.00257664
0.00350201	0.00191548	-0.0020978
0.00380339	0.00204568	-0.00171891
0.00443478	0.00221486	-0.00177784
0.00485894	0.00202243	-0.00190364
0.00531541	0.00215168	-0.00191005
0.00539586	0.00178483	-0.00196689
0.00623424	0.00136318	-0.00230809
0.00670223	0.00151734	-0.00198791
0.00675128	0.00246096	-0.00161679
0.00548408	0.00238148	-0.00165962
0.00457603	0.00239912	-0.00193629
0.00349906	0.00261758	-0.00182124
0.0024562	0.00310284	-0.00127133
0.00210089	0.00364088	-0.0011464
0.00335948	0.00393946	-0.00158597
0.00429085	0.00322584	-0.00176367
0.00503103	0.00270239	-0.00184305
0.005141	0.00187619	-0.00206432
0.00558813	0.00201599	-0.00206623
0.00610572	0.00258059	-0.00171806
0.00642338	0.00300404	-0.00131227
0.0075996	0.0030635	-0.00166536
0.00828307	0.00205031	-0.00229384
0.0087133	0.00087664	-0.00249961
0.00857584	0.000845909	-0.00253152
0.00962319	0.000900915	-0.00276156
0.0109585	0.00160209	-0.00270766
0.0115934	0.00283431	-0.00236998
0.0124091	0.00319169	-0.00302393
0.0132005	0.00326158	-0.00384916
0.0133731	0.00377541	-0.00403992
0.0131106	0.00316482	-0.00389659
0.0131933	0.00302094	-0.00401467
0.0137566	0.00261249	-0.00489353
0.014215	0.00311068	-0.00521634
0.0134278	0.00276313	-0.0056282
0.0129719	0.0022548	-0.00631156
0.0131328	0.00200171	-0.00758764
0.0140837	0.00213134	-0.0100227
0.0153611	0.00252365	-0.0131212
