0.00172126	0.000390454	-6.4491e-05
0.00443122	0.00166651	-0.00113757
0.0107499	0.00254846	-0.00164309
0.0167624	0.000955632	-0.00258072
0.0186835	-4.26577e-05	-0.00673877
0.0212959	-0.000509431	-0.0114586
0.0259652	0.000468863	-0.0142488
0.0326458	0.00238918	-0.0167448
0.0345003	0.00220695	-0.019678
0.0365081	0.00251151	-0.0199096
0.0419462	0.00349558	-0.0197321
0.0468681	0.00320032	-0.0214999
0.0521057	0.00140194	-0.0235078
0.0599578	0.00222806	-0.0243252
0.0640484	0.00206277	-0.0277351
0.0682712	0.00167206	-0.0299574
0.0725905	0.0013414	-0.0310635
0.0772241	0.00235766	-0.0324188
0.084426	0.00271623	-0.032015
0.0880667	0.00119106	-0.0322517
0.0934245	0.00083345	-0.0327412
0.101165	0.00106938	-0.0311098
0.104677	-0.000560133	-0.0311586
0.110391	-0.00143234	-0.030559
0.118517	-0.00214935	-0.027622
0.125285	-0.00227861	-0.0259781
0.130513	-0.00350842	-0.0240496
0.134487	-0.00440278	-0.0235077
0.144397	-0.00480186	-0.022656
0.153324	-0.00538197	-0.022158
0.158766	-0.00694078	-0.0230365
0.16441	-0.00918793	-0.0219791
0.171616	-0.00888168	-0.021532
0.179198	-0.00841545	-0.0213723
0.182966	-0.00788904	-0.0216378
0.187498	-0.00616795	-0.0213191
0.194929	-0.00599785	-0.01889
0.198871	-0.00578239	-0.0192175
0.201796	-0.00621245	-0.0222833
0.209008	-0.00533915	-0.0218483
0.217182	-0.00527026	-0.0227517
0.221791	-0.00502975	-0.0244003
0.225889	-0.005449	-0.0243597
0.234197	-0.00486174	-0.0231744
0.242926	-0.00367743	-0.0217339
0.24457	-0.00403914	-0.0235711
0.251189	-0.00463593	-0.025101
0.264111	-0.00411931	-0.0242498
0.268306	-0.0048126	-0.0250769
0.272866	-0.00511795	-0.0258483
0.281231	-0.00354891	-0.025036
0.286923	-0.00252135	-0.0276822
0.291307	-0.00202136	-0.0291221
0.294171	-0.0029902	-0.0279493
0.302122	-0.00243998	-0.0262647
0.305967	-0.00299349	-0.027444
0.307316	-0.00522075	-0.0293216
0.316662	-0.0050492	-0.0284741
0.322688	-0.00581647	-0.0293628
0.326652	-0.0059003	-0.0306307
0.331413	-0.00707683	-0.0303064
0.334291	-0.0080426	-0.0307104
0.342375	-0.00589176	-0.0296864
0.347856	-0.0053914	-0.028588
0.348482	-0.00613435	-0.0309986
0.357174	-0.00497025	-0.0307181
0.366844	-0.00421178	-0.0279521
0.36767	-0.00595368	-0.0308813
0.370093	-0.00712558	-0.0341563
0.382466	-0.00495623	-0.0335489
0.390322	-0.00507043	-0.0353587
0.390963	-0.00632835	-0.0390639
0.40086	-0.0060278	-0.0401047
0.410239	-0.0065555	-0.0400602
0.414919	-0.00808036	-0.0415113
0.422702	-0.00969666	-0.043065
0.429038	-0.00999015	-0.0446534
0.434634	-0.00951749	-0.0456084
0.440211	-0.00919942	-0.0480645
0.443334	-0.011531	-0.049277
0.450581	-0.0125619	-0.0482593
0.457421	-0.0136039	-0.0481293
0.459455	-0.0151964	-0.0495937
0.464352	-0.0161599	-0.0495379
0.469742	-0.0159646	-0.050852
0.475614	-0.0153157	-0.051005
